SUM_Measure_1,SUM_Measure_2,SUM_Measure_3,SUM_Measure_4,SUM_Measure_5,SUM_Measure_6,SUM_Measure_7,SUM_Measure_8,SUM_Measure_9,SUM_Measure_10,CNT_Measure_1,CNT_Measure_2,CNT_Measure_3,CNT_Measure_4,CNT_Measure_5,AVG_Measure_1,AVG_Measure_2,AVG_Measure_3,AVG_Measure_4,AVG_Measure_5,Key_Dim_1,Key_Dim_2,Key_Dim_3,Key_Dim_4,Key_Dim_5,Key_Dim_6,Key_Dim_7,Key_Dim_8,Key_Dim_9,Key_Dim_10,Other_Field_1,Other_Field_2,Other_Field_3,Other_Field_4,Other_Field_5,Other_Field_6,Other_Field_7,Other_Field_8,Other_Field_9,Other_Field_10,DateKey
249772.05,159129.77,90642.28,30885.3,,,,,,,320,137,,,,0.3629,113.9,,,,Corporate,VIC,Accrual,EFT,,,,,,,Pacific Innovations,INV-00320,,,,,,,,,2024-04-07
488315.72,380300.28,108015.44,89920.43,,,,,,,321,154,,,,0.2212,47.4,,,,Corporate,VIC,Accrual,Direct Debit,,,,,,,Precision Works,INV-00321,Overdue 30 days,,,,,,,,2023-03-10
106259.73,67634.32,38625.41,14028.86,,,,,,,322,111,,,,0.3635,100.4,,,,Corporate,WA,Accrual,EFT,,,,,,,Crystal Clear Systems,INV-00322,,,,,,,,,2023-03-17
408719.11,286103.38,122615.73,53614.11,,,,,,,323,131,,,,0.3,17.6,,,,Retail,WA,Payable,Direct Debit,,,,,,,Acme Corp,INV-00323,Overdue 30 days,,,,,,,,2024-10-06
421657.53,293895.3,127762.23,59411.36,,,,,,,324,131,,,,0.303,24.9,,,,Wholesale,WA,Receivable,Cheque,,,,,,,Eclipse Group,INV-00324,Paid on time,,,,,,,,2023-03-15
441052.11,352224.22,88827.89,100185.77,,,,,,,325,192,,,,0.2014,41.3,,,,Corporate,WA,Receivable,Direct Debit,,,,,,,Pacific Innovations,INV-00325,Under review,,,,,,,,2023-10-20
430611.39,304657.56,125953.83,59645.29,,,,,,,326,105,,,,0.2925,13.2,,,,Wholesale,WA,Payable,Credit Card,,,,,,,Eclipse Group,INV-00326,Credit note issued,,,,,,,,2024-08-01
458538.74,408374.6,50164.14,68165.43,,,,,,,327,189,,,,0.1094,18.0,,,,Wholesale,QLD,Payable,Cheque,,,,,,,Momentum Capital,INV-00327,,,,,,,,,2024-10-03
275992.18,220241.76,55750.42,61414.1,,,,,,,328,116,,,,0.202,116.8,,,,Corporate,NSW,Payable,Credit Card,,,,,,,Clarity Health,INV-00328,Overdue 30 days,,,,,,,,2024-02-27
204124.33,188080.16,16044.17,60642.55,,,,,,,329,126,,,,0.0786,111.1,,,,Wholesale,NSW,Receivable,EFT,,,,,,,Catalyst Ventures,INV-00329,Disputed,,,,,,,,2024-11-14
441859.19,275808.51,166050.68,115221.72,,,,,,,330,120,,,,0.3758,87.0,,,,Government,QLD,Receivable,Direct Debit,,,,,,,Delta Force Services,INV-00330,Paid on time,,,,,,,,2024-01-13
78626.15,70150.25,8475.9,10741.57,,,,,,,331,135,,,,0.1078,44.8,,,,Corporate,VIC,Receivable,Direct Debit,,,,,,,Greenfield Enterprises,INV-00331,,,,,,,,,2024-02-06
191306.91,124253.84,67053.07,42607.69,,,,,,,332,152,,,,0.3505,38.6,,,,Government,SA,Payable,Direct Debit,,,,,,,Metro Solutions,INV-00332,Paid on time,,,,,,,,2023-10-13
416365.66,299325.27,117040.39,100607.08,,,,,,,333,115,,,,0.2811,12.4,,,,Government,VIC,Payable,EFT,,,,,,,Crystal Clear Systems,INV-00333,Credit note issued,,,,,,,,2023-05-13
486812.6,380930.86,105881.74,85978.65,,,,,,,334,142,,,,0.2175,104.5,,,,Wholesale,NSW,Payable,Credit Card,,,,,,,Catalyst Ventures,INV-00334,Overdue 30 days,,,,,,,,2024-03-03
369932.87,324912.04,45020.83,106885.28,,,,,,,335,194,,,,0.1217,45.2,,,,Retail,SA,Payable,Credit Card,,,,,,,Southern Cross Ltd,INV-00335,,,,,,,,,2023-10-03
439912.74,405071.65,34841.09,94627.7,,,,,,,336,138,,,,0.0792,58.1,,,,Corporate,NSW,Receivable,Credit Card,,,,,,,Apex Industries,INV-00336,Disputed,,,,,,,,2024-05-20
257661.09,143362.63,114298.46,61301.35,,,,,,,337,189,,,,0.4436,83.5,,,,Retail,QLD,Payable,Direct Debit,,,,,,,Frontier Co,INV-00337,Credit note issued,,,,,,,,2024-04-19
436086.29,390384.45,45701.84,53744.79,,,,,,,338,166,,,,0.1048,42.0,,,,Retail,WA,Receivable,Credit Card,,,,,,,Harbour Bridge Co,INV-00338,,,,,,,,,2024-09-17
288364.9,263161.81,25203.09,54949.87,,,,,,,339,187,,,,0.0874,102.5,,,,Wholesale,VIC,Receivable,Direct Debit,,,,,,,Precision Works,INV-00339,,,,,,,,,2023-06-09
362036.98,209764.23,152272.75,86795.96,,,,,,,340,134,,,,0.4206,44.8,,,,Government,WA,Payable,Direct Debit,,,,,,,Acme Corp,INV-00340,Overdue 30 days,,,,,,,,2023-07-21
233148.26,200997.11,32151.15,29872.11,,,,,,,341,200,,,,0.1379,117.7,,,,Government,VIC,Receivable,EFT,,,,,,,Pacific Innovations,INV-00341,Paid on time,,,,,,,,2023-06-05
62179.98,35461.24,26718.74,6827.49,,,,,,,342,192,,,,0.4297,84.3,,,,Corporate,SA,Payable,Credit Card,,,,,,,Summit Consulting,INV-00342,Disputed,,,,,,,,2024-07-10
141593.11,78286.83,63306.28,20177.48,,,,,,,343,157,,,,0.4471,84.3,,,,Government,NSW,Accrual,Credit Card,,,,,,,Nexus Digital,INV-00343,Credit note issued,,,,,,,,2024-09-11
232462.26,153541.32,78920.94,52914.8,,,,,,,344,189,,,,0.3395,32.8,,,,Retail,QLD,Accrual,Cheque,,,,,,,Momentum Capital,INV-00344,Disputed,,,,,,,,2024-03-21
444518.64,315697.14,128821.5,46587.94,,,,,,,345,147,,,,0.2898,110.9,,,,Corporate,SA,Accrual,EFT,,,,,,,Sunrise Holdings,INV-00345,Paid on time,,,,,,,,2023-05-30
167697.94,134527.29,33170.65,45854.17,,,,,,,346,172,,,,0.1978,112.4,,,,Corporate,NSW,Accrual,EFT,,,,,,,Pacific Innovations,INV-00346,Under review,,,,,,,,2023-12-06
181298.08,164274.19,17023.89,30638.67,,,,,,,347,167,,,,0.0939,88.7,,,,Retail,SA,Receivable,Credit Card,,,,,,,Phoenix Rising,INV-00347,,,,,,,,,2024-06-05
309684.68,200396.96,109287.72,76510.57,,,,,,,348,136,,,,0.3529,38.1,,,,Retail,NSW,Payable,EFT,,,,,,,Southern Cross Ltd,INV-00348,Paid on time,,,,,,,,2023-03-07
206856.93,164658.12,42198.81,41742.54,,,,,,,349,109,,,,0.204,85.6,,,,Corporate,VIC,Accrual,EFT,,,,,,,Southern Cross Ltd,INV-00349,Credit note issued,,,,,,,,2024-10-23
147758.67,122033.89,25724.78,24224.11,,,,,,,350,164,,,,0.1741,15.5,,,,Retail,SA,Accrual,EFT,,,,,,,Sunrise Holdings,INV-00350,Overdue 30 days,,,,,,,,2024-06-12
469128.6,374083.15,95045.45,88888.49,,,,,,,351,162,,,,0.2026,102.5,,,,Government,SA,Payable,EFT,,,,,,,Pacific Innovations,INV-00351,Credit note issued,,,,,,,,2023-02-08
119645.48,91528.79,28116.69,33785.42,,,,,,,352,113,,,,0.235,54.5,,,,Wholesale,WA,Accrual,EFT,,,,,,,Crystal Clear Systems,INV-00352,Under review,,,,,,,,2023-04-20
214616.14,124241.28,90374.86,39673.65,,,,,,,353,166,,,,0.4211,117.6,,,,Retail,NSW,Accrual,Direct Debit,,,,,,,Summit Consulting,INV-00353,Overdue 30 days,,,,,,,,2023-12-31
310614.12,206527.33,104086.79,43608.03,,,,,,,354,125,,,,0.3351,27.6,,,,Retail,WA,Receivable,Cheque,,,,,,,Acme Corp,INV-00354,Disputed,,,,,,,,2024-07-03
143320.71,125290.96,18029.75,24551.9,,,,,,,355,169,,,,0.1258,17.4,,,,Corporate,WA,Payable,Direct Debit,,,,,,,Nexus Digital,INV-00355,Paid on time,,,,,,,,2024-07-12
216327.88,173949.25,42378.63,31991.23,,,,,,,356,131,,,,0.1959,73.6,,,,Wholesale,QLD,Receivable,Direct Debit,,,,,,,Summit Consulting,INV-00356,,,,,,,,,2023-05-26
92418.96,54323.86,38095.1,22187.93,,,,,,,357,142,,,,0.4122,71.6,,,,Retail,QLD,Accrual,Cheque,,,,,,,Crystal Clear Systems,INV-00357,Overdue 30 days,,,,,,,,2024-07-15
268194.83,161560.57,106634.26,27050.16,,,,,,,358,199,,,,0.3976,32.3,,,,Wholesale,SA,Payable,Credit Card,,,,,,,Metro Solutions,INV-00358,Overdue 30 days,,,,,,,,2023-07-03
265545.43,211453.83,54091.6,58023.11,,,,,,,359,182,,,,0.2037,34.4,,,,Corporate,NSW,Accrual,Cheque,,,,,,,Frontier Co,INV-00359,,,,,,,,,2023-03-04
124072.93,111628.42,12444.51,25257.75,,,,,,,360,138,,,,0.1003,56.9,,,,Wholesale,NSW,Accrual,Direct Debit,,,,,,,Apex Industries,INV-00360,Under review,,,,,,,,2024-07-02
462243.87,268332.57,193911.3,57786.18,,,,,,,361,192,,,,0.4195,102.7,,,,Government,VIC,Accrual,Credit Card,,,,,,,Omega Technologies,INV-00361,Overdue 30 days,,,,,,,,2024-04-25
255146.25,166151.24,88995.01,64075.82,,,,,,,362,115,,,,0.3488,106.7,,,,Corporate,VIC,Payable,Credit Card,,,,,,,Nexus Digital,INV-00362,,,,,,,,,2024-05-07
343612.95,199776.57,143836.38,47997.2,,,,,,,363,199,,,,0.4186,76.3,,,,Retail,WA,Receivable,Credit Card,,,,,,,Pacific Innovations,INV-00363,Under review,,,,,,,,2023-05-25
372347.59,312213.45,60134.14,51641.79,,,,,,,364,186,,,,0.1615,41.9,,,,Wholesale,NSW,Payable,Direct Debit,,,,,,,Nexus Digital,INV-00364,,,,,,,,,2024-04-02
493455.03,450228.37,43226.66,110439.54,,,,,,,365,200,,,,0.0876,88.3,,,,Government,NSW,Accrual,Direct Debit,,,,,,,Sunrise Holdings,INV-00365,Overdue 30 days,,,,,,,,2024-01-09
369399.51,286727.9,82671.61,93966.42,,,,,,,366,151,,,,0.2238,94.7,,,,Government,QLD,Receivable,Direct Debit,,,,,,,Phoenix Rising,INV-00366,Paid on time,,,,,,,,2023-07-19
179407.43,151348.11,28059.32,18567.43,,,,,,,367,191,,,,0.1564,50.3,,,,Wholesale,QLD,Receivable,Direct Debit,,,,,,,Clarity Health,INV-00367,,,,,,,,,2024-01-09
138324.5,106011.9,32312.6,19373.47,,,,,,,368,188,,,,0.2336,30.1,,,,Retail,SA,Receivable,Cheque,,,,,,,Harbour Bridge Co,INV-00368,Credit note issued,,,,,,,,2024-12-21
55978.34,52703.61,3274.73,13359.56,,,,,,,369,161,,,,0.0585,83.9,,,,Government,NSW,Receivable,Cheque,,,,,,,Omega Technologies,INV-00369,,,,,,,,,2024-08-23
101430.23,59529.4,41900.83,16812.12,,,,,,,370,195,,,,0.4131,87.2,,,,Retail,NSW,Payable,Credit Card,,,,,,,Crystal Clear Systems,INV-00370,Under review,,,,,,,,2023-02-01
276763.71,248035.64,28728.07,46975.05,,,,,,,371,173,,,,0.1038,89.0,,,,Corporate,WA,Payable,Direct Debit,,,,,,,Titan Resources,INV-00371,Paid on time,,,,,,,,2023-08-14
193390.03,144462.35,48927.68,46944.66,,,,,,,372,145,,,,0.253,64.1,,,,Retail,SA,Receivable,EFT,,,,,,,North Star Group,INV-00372,Credit note issued,,,,,,,,2024-02-17
262397.15,239699.8,22697.35,39472.36,,,,,,,373,131,,,,0.0865,116.7,,,,Government,WA,Payable,Credit Card,,,,,,,Blue Ocean Pty Ltd,INV-00373,Under review,,,,,,,,2023-08-01
91228.66,50358.22,40870.44,18151.86,,,,,,,374,117,,,,0.448,99.9,,,,Government,WA,Payable,Credit Card,,,,,,,Catalyst Ventures,INV-00374,Credit note issued,,,,,,,,2023-05-26
189670.07,139312.67,50357.4,28976.64,,,,,,,375,175,,,,0.2655,109.2,,,,Government,VIC,Payable,EFT,,,,,,,Global Tech,INV-00375,Under review,,,,,,,,2024-12-06
446260.88,303412.77,142848.11,57232.98,,,,,,,376,169,,,,0.3201,53.0,,,,Retail,NSW,Payable,Direct Debit,,,,,,,Acme Corp,INV-00376,Disputed,,,,,,,,2023-03-30
315152.72,228863.91,86288.81,52814.58,,,,,,,377,126,,,,0.2738,100.6,,,,Government,NSW,Payable,Credit Card,,,,,,,Frontier Co,INV-00377,Under review,,,,,,,,2024-10-22
363233.3,316267.23,46966.07,53356.92,,,,,,,378,153,,,,0.1293,103.0,,,,Wholesale,WA,Accrual,Credit Card,,,,,,,Acme Corp,INV-00378,Under review,,,,,,,,2023-03-01
75588.99,70668.15,4920.84,8351.3,,,,,,,379,176,,,,0.0651,74.8,,,,Retail,SA,Payable,EFT,,,,,,,Frontier Co,INV-00379,Under review,,,,,,,,2023-11-14
434123.56,320079.3,114044.26,47306.87,,,,,,,380,167,,,,0.2627,80.8,,,,Wholesale,QLD,Accrual,Cheque,,,,,,,Pacific Innovations,INV-00380,Disputed,,,,,,,,2024-07-10
446351.52,316864.94,129486.58,60677.97,,,,,,,381,187,,,,0.2901,15.6,,,,Wholesale,NSW,Payable,Credit Card,,,,,,,Precision Works,INV-00381,Overdue 30 days,,,,,,,,2024-03-03
241113.89,205670.15,35443.74,44243.64,,,,,,,382,121,,,,0.147,68.7,,,,Retail,SA,Receivable,Credit Card,,,,,,,Blue Ocean Pty Ltd,INV-00382,,,,,,,,,2024-10-12
243090.21,224445.19,18645.02,65782.62,,,,,,,383,197,,,,0.0767,72.9,,,,Government,QLD,Payable,EFT,,,,,,,Greenfield Enterprises,INV-00383,,,,,,,,,2023-08-14
83142.56,51440.3,31702.26,24907.27,,,,,,,384,104,,,,0.3813,117.7,,,,Wholesale,VIC,Receivable,Direct Debit,,,,,,,Omega Technologies,INV-00384,Paid on time,,,,,,,,2024-09-11
251539.07,188276.99,63262.08,74391.77,,,,,,,385,112,,,,0.2515,71.3,,,,Retail,QLD,Receivable,Direct Debit,,,,,,,Momentum Capital,INV-00385,Paid on time,,,,,,,,2024-04-30
499414.19,327915.36,171498.83,85497.54,,,,,,,386,103,,,,0.3434,93.3,,,,Retail,WA,Payable,Direct Debit,,,,,,,Omega Technologies,INV-00386,,,,,,,,,2023-04-11
279089.2,211689.16,67400.04,76455.54,,,,,,,387,116,,,,0.2415,82.4,,,,Wholesale,WA,Receivable,Direct Debit,,,,,,,Titan Resources,INV-00387,Credit note issued,,,,,,,,2024-11-11
350045.7,329112.97,20932.73,86020.91,,,,,,,388,150,,,,0.0598,106.7,,,,Wholesale,WA,Payable,Credit Card,,,,,,,Eclipse Group,INV-00388,Paid on time,,,,,,,,2023-07-08
241301.4,187249.89,54051.51,48970.83,,,,,,,389,188,,,,0.224,66.6,,,,Wholesale,WA,Accrual,Direct Debit,,,,,,,Pacific Innovations,INV-00389,Overdue 30 days,,,,,,,,2023-11-29
126053.63,92006.54,34047.09,28761.0,,,,,,,390,186,,,,0.2701,108.1,,,,Retail,WA,Payable,Credit Card,,,,,,,Velocity Partners,INV-00390,Credit note issued,,,,,,,,2024-07-02
97777.61,80236.31,17541.3,21950.82,,,,,,,391,161,,,,0.1794,61.1,,,,Government,QLD,Accrual,Direct Debit,,,,,,,Summit Consulting,INV-00391,Disputed,,,,,,,,2023-01-26
297070.08,259876.91,37193.17,62803.21,,,,,,,392,194,,,,0.1252,68.5,,,,Corporate,NSW,Receivable,Cheque,,,,,,,Sunrise Holdings,INV-00392,Overdue 30 days,,,,,,,,2023-04-22
451373.73,287841.03,163532.7,74897.48,,,,,,,393,170,,,,0.3623,74.1,,,,Retail,VIC,Accrual,Cheque,,,,,,,Summit Consulting,INV-00393,Disputed,,,,,,,,2023-04-06
290472.44,224651.39,65821.05,66709.15,,,,,,,394,139,,,,0.2266,67.8,,,,Retail,NSW,Accrual,Cheque,,,,,,,Catalyst Ventures,INV-00394,Under review,,,,,,,,2023-01-05
373279.69,327179.65,46100.04,57467.88,,,,,,,395,190,,,,0.1235,80.2,,,,Government,SA,Payable,Cheque,,,,,,,Precision Works,INV-00395,Overdue 30 days,,,,,,,,2023-02-20
331906.71,230011.35,101895.36,84565.94,,,,,,,396,175,,,,0.307,31.6,,,,Retail,NSW,Accrual,Credit Card,,,,,,,Velocity Partners,INV-00396,,,,,,,,,2023-01-14
78713.54,58806.89,19906.65,21026.17,,,,,,,397,104,,,,0.2529,64.3,,,,Wholesale,SA,Receivable,Direct Debit,,,,,,,Clarity Health,INV-00397,,,,,,,,,2024-09-07
205083.3,113164.96,91918.34,27155.12,,,,,,,398,124,,,,0.4482,54.9,,,,Wholesale,NSW,Accrual,EFT,,,,,,,Summit Consulting,INV-00398,Paid on time,,,,,,,,2023-02-12
56138.04,31948.16,24189.88,12787.56,,,,,,,399,102,,,,0.4309,113.4,,,,Corporate,VIC,Payable,Direct Debit,,,,,,,Blue Ocean Pty Ltd,INV-00399,Disputed,,,,,,,,2024-12-19
412218.59,317202.21,95016.38,60943.88,,,,,,,400,194,,,,0.2305,79.9,,,,Retail,QLD,Payable,EFT,,,,,,,Precision Works,INV-00400,Disputed,,,,,,,,2023-11-09
225962.72,154716.67,71246.05,49601.6,,,,,,,401,152,,,,0.3153,84.6,,,,Government,QLD,Receivable,Direct Debit,,,,,,,Titan Resources,INV-00401,Overdue 30 days,,,,,,,,2023-08-02
212849.16,176324.24,36524.92,61289.67,,,,,,,402,128,,,,0.1716,38.0,,,,Retail,QLD,Payable,Direct Debit,,,,,,,Titan Resources,INV-00402,Credit note issued,,,,,,,,2024-11-09
420224.57,339709.54,80515.03,115477.58,,,,,,,403,125,,,,0.1916,83.3,,,,Corporate,SA,Receivable,Cheque,,,,,,,Titan Resources,INV-00403,,,,,,,,,2023-08-23
347607.71,201369.15,146238.56,80291.41,,,,,,,404,154,,,,0.4207,79.3,,,,Government,WA,Receivable,Direct Debit,,,,,,,Summit Consulting,INV-00404,Disputed,,,,,,,,2024-06-14
190935.43,169607.94,21327.49,51960.28,,,,,,,405,158,,,,0.1117,62.0,,,,Government,NSW,Accrual,Cheque,,,,,,,Harbour Bridge Co,INV-00405,Paid on time,,,,,,,,2024-10-28
233830.94,146915.98,86914.96,49612.04,,,,,,,406,184,,,,0.3717,101.2,,,,Corporate,QLD,Receivable,Direct Debit,,,,,,,Momentum Capital,INV-00406,,,,,,,,,2023-12-12
439934.26,412350.38,27583.88,46085.68,,,,,,,407,192,,,,0.0627,96.9,,,,Corporate,NSW,Payable,EFT,,,,,,,Momentum Capital,INV-00407,Paid on time,,,,,,,,2024-06-28
171112.97,130832.98,40279.99,42190.17,,,,,,,408,101,,,,0.2354,15.6,,,,Wholesale,QLD,Receivable,Credit Card,,,,,,,Eclipse Group,INV-00408,Under review,,,,,,,,2024-12-14
260348.25,223665.18,36683.07,64478.06,,,,,,,409,118,,,,0.1409,102.9,,,,Corporate,QLD,Accrual,Cheque,,,,,,,Clarity Health,INV-00409,,,,,,,,,2024-12-03
52154.23,37817.03,14337.2,5513.51,,,,,,,410,153,,,,0.2749,25.1,,,,Corporate,NSW,Payable,EFT,,,,,,,Clarity Health,INV-00410,Paid on time,,,,,,,,2024-12-06
363740.87,344862.72,18878.15,108573.53,,,,,,,411,102,,,,0.0519,82.4,,,,Retail,QLD,Receivable,Cheque,,,,,,,Harbour Bridge Co,INV-00411,Under review,,,,,,,,2023-05-23
458985.07,326476.08,132508.99,116745.49,,,,,,,412,187,,,,0.2887,84.0,,,,Wholesale,VIC,Payable,Cheque,,,,,,,Apex Industries,INV-00412,Under review,,,,,,,,2023-04-13
100253.9,85656.93,14596.97,17095.15,,,,,,,413,103,,,,0.1456,40.2,,,,Wholesale,WA,Payable,Credit Card,,,,,,,Delta Force Services,INV-00413,Disputed,,,,,,,,2023-06-02
298112.3,182981.33,115130.97,52485.9,,,,,,,414,123,,,,0.3862,98.7,,,,Corporate,NSW,Accrual,EFT,,,,,,,Phoenix Rising,INV-00414,Disputed,,,,,,,,2024-05-22
150550.0,131430.15,19119.85,36581.01,,,,,,,415,144,,,,0.127,48.3,,,,Corporate,NSW,Payable,Direct Debit,,,,,,,Global Tech,INV-00415,Credit note issued,,,,,,,,2024-10-02
86369.75,74027.51,12342.24,10256.7,,,,,,,416,161,,,,0.1429,83.2,,,,Corporate,QLD,Payable,Cheque,,,,,,,Catalyst Ventures,INV-00416,,,,,,,,,2023-08-14
359886.99,241340.22,118546.77,102481.87,,,,,,,417,153,,,,0.3294,24.9,,,,Wholesale,SA,Receivable,Direct Debit,,,,,,,Delta Force Services,INV-00417,Paid on time,,,,,,,,2023-09-11
249017.83,198193.29,50824.54,74590.18,,,,,,,418,117,,,,0.2041,103.0,,,,Corporate,WA,Payable,Direct Debit,,,,,,,Frontier Co,INV-00418,,,,,,,,,2023-06-20
392472.75,332463.67,60009.08,47214.76,,,,,,,419,196,,,,0.1529,56.7,,,,Corporate,SA,Receivable,Direct Debit,,,,,,,Summit Consulting,INV-00419,Paid on time,,,,,,,,2023-01-15
315119.95,181761.19,133358.76,58227.64,,,,,,,420,129,,,,0.4232,19.2,,,,Government,VIC,Receivable,Credit Card,,,,,,,Momentum Capital,INV-00420,Credit note issued,,,,,,,,2023-12-11
477419.17,370334.05,107085.12,94917.79,,,,,,,421,107,,,,0.2243,44.2,,,,Retail,QLD,Accrual,Credit Card,,,,,,,Blue Ocean Pty Ltd,INV-00421,,,,,,,,,2024-12-21
375608.73,290608.47,85000.26,88395.67,,,,,,,422,112,,,,0.2263,114.2,,,,Wholesale,QLD,Receivable,EFT,,,,,,,North Star Group,INV-00422,Credit note issued,,,,,,,,2023-12-19
432594.08,395304.47,37289.61,68501.47,,,,,,,423,119,,,,0.0862,16.3,,,,Corporate,SA,Receivable,Direct Debit,,,,,,,North Star Group,INV-00423,Disputed,,,,,,,,2023-02-17
436559.46,389454.69,47104.77,58997.01,,,,,,,424,192,,,,0.1079,36.1,,,,Wholesale,QLD,Receivable,Direct Debit,,,,,,,Greenfield Enterprises,INV-00424,Disputed,,,,,,,,2024-03-28
220368.53,193064.87,27303.66,48905.68,,,,,,,425,114,,,,0.1239,89.0,,,,Corporate,SA,Receivable,Cheque,,,,,,,Precision Works,INV-00425,Disputed,,,,,,,,2023-07-18
452885.05,335814.26,117070.79,109348.91,,,,,,,426,182,,,,0.2585,42.9,,,,Government,SA,Payable,Credit Card,,,,,,,Pacific Innovations,INV-00426,Under review,,,,,,,,2024-12-03
343928.27,305167.55,38760.72,101893.73,,,,,,,427,161,,,,0.1127,63.2,,,,Retail,QLD,Receivable,Direct Debit,,,,,,,Blue Ocean Pty Ltd,INV-00427,,,,,,,,,2024-08-21
101611.53,69166.97,32444.56,19665.88,,,,,,,428,116,,,,0.3193,52.9,,,,Corporate,NSW,Payable,Credit Card,,,,,,,Metro Solutions,INV-00428,Credit note issued,,,,,,,,2023-04-25
428833.81,383163.01,45670.8,95577.08,,,,,,,429,195,,,,0.1065,15.9,,,,Government,VIC,Accrual,Credit Card,,,,,,,Metro Solutions,INV-00429,Under review,,,,,,,,2024-08-30
297475.21,235362.39,62112.82,83286.67,,,,,,,430,200,,,,0.2088,45.4,,,,Wholesale,WA,Payable,Direct Debit,,,,,,,Sunrise Holdings,INV-00430,Under review,,,,,,,,2024-01-03
111609.05,83092.94,28516.11,21232.97,,,,,,,431,100,,,,0.2555,58.6,,,,Corporate,QLD,Accrual,EFT,,,,,,,Greenfield Enterprises,INV-00431,Paid on time,,,,,,,,2023-02-27
164432.99,135311.91,29121.08,16783.75,,,,,,,432,122,,,,0.1771,10.6,,,,Government,SA,Receivable,Direct Debit,,,,,,,Titan Resources,INV-00432,Credit note issued,,,,,,,,2023-02-05
449174.46,292906.67,156267.79,72737.39,,,,,,,433,144,,,,0.3479,106.9,,,,Wholesale,SA,Payable,Direct Debit,,,,,,,Delta Force Services,INV-00433,Overdue 30 days,,,,,,,,2023-02-18
156982.87,100217.86,56765.01,24244.45,,,,,,,434,177,,,,0.3616,95.9,,,,Wholesale,QLD,Payable,Direct Debit,,,,,,,Clarity Health,INV-00434,Disputed,,,,,,,,2023-11-01
331445.18,243744.79,87700.39,81111.36,,,,,,,435,130,,,,0.2646,96.8,,,,Retail,NSW,Receivable,Credit Card,,,,,,,Titan Resources,INV-00435,,,,,,,,,2023-05-16
250883.25,231138.74,19744.51,68809.63,,,,,,,436,140,,,,0.0787,21.0,,,,Wholesale,QLD,Payable,EFT,,,,,,,Sunrise Holdings,INV-00436,Credit note issued,,,,,,,,2023-11-14
121857.39,115618.29,6239.1,17913.56,,,,,,,437,184,,,,0.0512,70.2,,,,Corporate,VIC,Receivable,EFT,,,,,,,Catalyst Ventures,INV-00437,Credit note issued,,,,,,,,2023-07-21
358313.6,329397.69,28915.91,89740.42,,,,,,,438,149,,,,0.0807,67.5,,,,Government,VIC,Payable,EFT,,,,,,,Harbour Bridge Co,INV-00438,Credit note issued,,,,,,,,2024-08-01
354531.57,240336.95,114194.62,81436.81,,,,,,,439,189,,,,0.3221,62.7,,,,Wholesale,WA,Accrual,EFT,,,,,,,Delta Force Services,INV-00439,,,,,,,,,2024-06-06
316629.93,262011.27,54618.66,62445.24,,,,,,,440,161,,,,0.1725,30.3,,,,Retail,NSW,Payable,Credit Card,,,,,,,Pacific Innovations,INV-00440,Disputed,,,,,,,,2024-12-16
372772.12,237754.06,135018.06,109335.82,,,,,,,441,101,,,,0.3622,60.2,,,,Government,VIC,Payable,Cheque,,,,,,,Acme Corp,INV-00441,,,,,,,,,2024-11-18
289909.82,205053.22,84856.6,35032.68,,,,,,,442,127,,,,0.2927,60.5,,,,Corporate,NSW,Receivable,EFT,,,,,,,Momentum Capital,INV-00442,Disputed,,,,,,,,2024-10-20
186769.49,158044.34,28725.15,32250.18,,,,,,,443,177,,,,0.1538,62.0,,,,Government,QLD,Payable,Direct Debit,,,,,,,Sunrise Holdings,INV-00443,Credit note issued,,,,,,,,2023-07-10
254083.79,190715.29,63368.5,37417.77,,,,,,,444,157,,,,0.2494,90.8,,,,Retail,SA,Accrual,Direct Debit,,,,,,,Catalyst Ventures,INV-00444,Paid on time,,,,,,,,2024-03-11
158232.95,127883.87,30349.08,19195.29,,,,,,,445,194,,,,0.1918,54.2,,,,Government,WA,Accrual,Credit Card,,,,,,,Acme Corp,INV-00445,Disputed,,,,,,,,2024-01-08
272488.49,208862.43,63626.06,37908.45,,,,,,,446,167,,,,0.2335,62.6,,,,Corporate,NSW,Receivable,Credit Card,,,,,,,Apex Industries,INV-00446,,,,,,,,,2024-11-02
467433.2,301681.39,165751.81,73731.96,,,,,,,447,148,,,,0.3546,115.8,,,,Corporate,QLD,Payable,Direct Debit,,,,,,,Metro Solutions,INV-00447,Overdue 30 days,,,,,,,,2024-03-10
142157.09,122624.71,19532.38,22655.77,,,,,,,448,187,,,,0.1374,22.1,,,,Government,WA,Receivable,Cheque,,,,,,,Metro Solutions,INV-00448,,,,,,,,,2024-11-18
96019.74,84094.09,11925.65,19422.08,,,,,,,449,114,,,,0.1242,76.1,,,,Government,VIC,Payable,Cheque,,,,,,,Omega Technologies,INV-00449,Under review,,,,,,,,2023-09-14
224734.16,179607.54,45126.62,66384.56,,,,,,,450,149,,,,0.2008,75.2,,,,Government,NSW,Receivable,Direct Debit,,,,,,,Titan Resources,INV-00450,Credit note issued,,,,,,,,2023-08-25
51345.46,43063.44,8282.02,7392.61,,,,,,,451,187,,,,0.1613,76.4,,,,Wholesale,WA,Accrual,Credit Card,,,,,,,Nexus Digital,INV-00451,Under review,,,,,,,,2023-12-19
